move_dur,added_mass,target,eff_mass,eff_mass_mean,sum_t2
0.75,3.5,6,7.1018,6.835,0.46049
0.75,3.5,7,5.2049,5.1657,0.32043
0.75,3.5,8,6.5873,6.5969,0.50937
0.8,3.5,1,5.1523,5.2479,0.31622
0.8,3.5,2,6.6335,6.8261,0.37856
0.8,3.5,3,5.1523,5.1646,0.26332
0.8,3.5,4,6.6335,6.5978,0.41898
0.8,3.5,5,5.3843,5.2522,0.31616
0.8,3.5,6,7.1018,6.8347,0.37864
0.8,3.5,7,5.2049,5.1656,0.26353
0.8,3.5,8,6.5873,6.5969,0.4189
0.85,3.5,1,5.1523,5.248,0.26312
0.85,3.5,2,6.6335,6.8263,0.31499
0.85,3.5,3,5.1523,5.1646,0.21916
0.85,3.5,4,6.6335,6.5977,0.34864
0.85,3.5,5,5.3843,5.252,0.2631
0.85,3.5,6,7.1018,6.8344,0.31505
0.85,3.5,7,5.2049,5.1656,0.2193
0.85,3.5,8,6.5873,6.5969,0.3486
0.9,3.5,1,5.1523,5.2481,0.22132
0.9,3.5,2,6.6335,6.8265,0.26494
0.9,3.5,3,5.1523,5.1647,0.18437
0.9,3.5,4,6.6335,6.5977,0.29326
0.9,3.5,5,5.3843,5.2519,0.22131
0.9,3.5,6,7.1018,6.8341,0.26498
0.9,3.5,7,5.2049,5.1655,0.18446
0.9,3.5,8,6.5873,6.5969,0.29323
0.95,3.5,1,5.1523,5.2482,0.18797
0.95,3.5,2,6.6335,6.8266,0.22502
0.95,3.5,3,5.1523,5.1647,0.15661
0.95,3.5,4,6.6335,6.5977,0.24907
0.95,3.5,5,5.3843,5.2518,0.18796
0.95,3.5,6,7.1018,6.8339,0.22505
0.95,3.5,7,5.2049,5.1655,0.15666
0.95,3.5,8,6.5873,6.597,0.24906
1,3.5,1,5.1523,5.2483,0.16104
1,3.5,2,6.6335,6.8268,0.19277
1,3.5,3,5.1523,5.1647,0.13418
1,3.5,4,6.6335,6.5976,0.21338
1,3.5,5,5.3843,5.2517,0.16103
1,3.5,6,7.1018,6.8336,0.19279
1,3.5,7,5.2049,5.1654,0.13421
1,3.5,8,6.5873,6.597,0.21337
1.05,3.5,1,5.1523,5.2483,0.13903
1.05,3.5,2,6.6335,6.8269,0.16644
1.05,3.5,3,5.1523,5.1647,0.11585
1.05,3.5,4,6.6335,6.5976,0.18423
1.05,3.5,5,5.3843,5.2516,0.13903
1.05,3.5,6,7.1018,6.8334,0.16645
1.05,3.5,7,5.2049,5.1654,0.11587
1.05,3.5,8,6.5873,6.597,0.18422
1.1,3.5,1,5.1523,5.2484,0.12088
1.1,3.5,2,6.6335,6.827,0.1447
1.1,3.5,3,5.1523,5.1647,0.10073
1.1,3.5,4,6.6335,6.5976,0.16017
1.1,3.5,5,5.3843,5.2515,0.12088
1.1,3.5,6,7.1018,6.8333,0.14471
1.1,3.5,7,5.2049,5.1654,0.10074
1.1,3.5,8,6.5873,6.597,0.16017
1.15,3.5,1,5.1523,5.2484,0.10576
1.15,3.5,2,6.6335,6.8271,0.1266
1.15,3.5,3,5.1523,5.1647,0.088134
1.15,3.5,4,6.6335,6.5976,0.14014
1.15,3.5,5,5.3843,5.2514,0.10576
1.15,3.5,6,7.1018,6.8331,0.12661
1.15,3.5,7,5.2049,5.1654,0.088141
1.15,3.5,8,6.5873,6.597,0.14014
1.2,3.5,1,5.1523,5.2485,0.093067
1.2,3.5,2,6.6335,6.8272,0.11141
1.2,3.5,3,5.1523,5.1647,0.077558
1.2,3.5,4,6.6335,6.5975,0.12332
1.2,3.5,5,5.3843,5.2513,0.093067
1.2,3.5,6,7.1018,6.833,0.11141
1.2,3.5,7,5.2049,5.1653,0.077562
1.2,3.5,8,6.5873,6.597,0.12332
1.25,3.5,1,5.1523,5.2485,0.08233
1.25,3.5,2,6.6335,6.8273,0.098556
1.25,3.5,3,5.1523,5.1647,0.068612
1.25,3.5,4,6.6335,6.5975,0.10909
1.25,3.5,5,5.3843,5.2513,0.08233
1.25,3.5,6,7.1018,6.8328,0.098557
1.25,3.5,7,5.2049,5.1653,0.068614
1.25,3.5,8,6.5873,6.597,0.10909
1.3,3.5,1,5.1523,5.2486,0.073185
1.3,3.5,2,6.6335,6.8274,0.087609
1.3,3.5,3,5.1523,5.1647,0.060991
1.3,3.5,4,6.6335,6.5975,0.096974
1.3,3.5,5,5.3843,5.2512,0.073185
1.3,3.5,6,7.1018,6.8327,0.087609
1.3,3.5,7,5.2049,5.1653,0.060992
1.3,3.5,8,6.5873,6.597,0.096973
1.35,3.5,1,5.1523,5.2486,0.065347
1.35,3.5,2,6.6335,6.8274,0.078226
1.35,3.5,3,5.1523,5.1647,0.054459
1.35,3.5,4,6.6335,6.5975,0.086588
1.35,3.5,5,5.3843,5.2511,0.065347
1.35,3.5,6,7.1018,6.8326,0.078226
1.35,3.5,7,5.2049,5.1653,0.05446
1.35,3.5,8,6.5873,6.597,0.086588
1.4,3.5,1,5.1523,5.2486,0.058591
1.4,3.5,2,6.6335,6.8275,0.070138
1.4,3.5,3,5.1523,5.1647,0.048829
1.4,3.5,4,6.6335,6.5975,0.077635
1.4,3.5,5,5.3843,5.2511,0.058591
1.4,3.5,6,7.1018,6.8325,0.070138
1.4,3.5,7,5.2049,5.1653,0.048829
1.4,3.5,8,6.5873,6.597,0.077635
1.45,3.5,1,5.1523,5.2487,0.052735
1.45,3.5,2,6.6335,6.8276,0.063127
1.45,3.5,3,5.1523,5.1647,0.043948
1.45,3.5,4,6.6335,6.5975,0.069875
1.45,3.5,5,5.3843,5.251,0.052735
1.45,3.5,6,7.1018,6.8324,0.063127
1.45,3.5,7,5.2049,5.1652,0.043949
1.45,3.5,8,6.5873,6.597,0.069875
1.5,3.5,1,5.1523,5.2487,0.047634
1.5,3.5,2,6.6335,6.8276,0.057021
1.5,3.5,3,5.1523,5.1647,0.039698
1.5,3.5,4,6.6335,6.5974,0.063117
1.5,3.5,5,5.3843,5.251,0.047634
1.5,3.5,6,7.1018,6.8323,0.057022
1.5,3.5,7,5.2049,5.1652,0.039698
1.5,3.5,8,6.5873,6.597,0.063117
1.55,3.5,1,5.1523,5.2487,0.043171
1.55,3.5,2,6.6335,6.8277,0.051678
1.55,3.5,3,5.1523,5.1647,0.035978
1.55,3.5,4,6.6335,6.5974,0.057203
1.55,3.5,5,5.3843,5.2509,0.043171
1.55,3.5,6,7.1018,6.8322,0.051679
1.55,3.5,7,5.2049,5.1652,0.035978
1.55,3.5,8,6.5873,6.597,0.057203
1.6,3.5,1,5.1523,5.2488,0.039248
1.6,3.5,2,6.6335,6.8277,0.046983
1.6,3.5,3,5.1523,5.1647,0.032709
1.6,3.5,4,6.6335,6.5974,0.052005
1.6,3.5,5,5.3843,5.2509,0.039248
1.6,3.5,6,7.1018,6.8321,0.046983
1.6,3.5,7,5.2049,5.1652,0.032709
1.6,3.5,8,6.5873,6.597,0.052005
1.65,3.5,1,5.1523,5.2488,0.035787
1.65,3.5,2,6.6335,6.8278,0.042839
1.65,3.5,3,5.1523,5.1647,0.029824
1.65,3.5,4,6.6335,6.5974,0.047419
1.65,3.5,5,5.3843,5.2509,0.035787
1.65,3.5,6,7.1018,6.832,0.04284
1.65,3.5,7,5.2049,5.1652,0.029824
1.65,3.5,8,6.5873,6.597,0.047419
1.7,3.5,1,5.1523,5.2488,0.032721
1.7,3.5,2,6.6335,6.8278,0.039169
1.7,3.5,3,5.1523,5.1647,0.027269
1.7,3.5,4,6.6335,6.5974,0.043356
1.7,3.5,5,5.3843,5.2508,0.032721
1.7,3.5,6,7.1018,6.8319,0.039169
1.7,3.5,7,5.2049,5.1652,0.027269
1.7,3.5,8,6.5873,6.597,0.043356
1.75,3.5,1,5.1523,5.2488,0.029996
1.75,3.5,2,6.6335,6.8279,0.035907
1.75,3.5,3,5.1523,5.1647,0.024998
1.75,3.5,4,6.6335,6.5974,0.039745
1.75,3.5,5,5.3843,5.2508,0.029996
1.75,3.5,6,7.1018,6.8319,0.035907
1.75,3.5,7,5.2049,5.1652,0.024998
1.75,3.5,8,6.5873,6.597,0.039745
1.8,3.5,1,5.1523,5.2488,0.027565
1.8,3.5,2,6.6335,6.8279,0.032997
1.8,3.5,3,5.1523,5.1647,0.022972
1.8,3.5,4,6.6335,6.5974,0.036524
1.8,3.5,5,5.3843,5.2508,0.027565
1.8,3.5,6,7.1018,6.8318,0.032997
1.8,3.5,7,5.2049,5.1651,0.022972
1.8,3.5,8,6.5873,6.597,0.036524
1.85,3.5,1,5.1523,5.2489,0.025389
1.85,3.5,2,6.6335,6.828,0.030393
1.85,3.5,3,5.1523,5.1647,0.021159
1.85,3.5,4,6.6335,6.5974,0.033642
1.85,3.5,5,5.3843,5.2507,0.025389
1.85,3.5,6,7.1018,6.8317,0.030393
1.85,3.5,7,5.2049,5.1651,0.021159
1.85,3.5,8,6.5873,6.597,0.033642
1.9,3.5,1,5.1523,5.2489,0.023437
1.9,3.5,2,6.6335,6.828,0.028056
1.9,3.5,3,5.1523,5.1647,0.019532
1.9,3.5,4,6.6335,6.5974,0.031055
1.9,3.5,5,5.3843,5.2507,0.023437
1.9,3.5,6,7.1018,6.8317,0.028056
1.9,3.5,7,5.2049,5.1651,0.019532
1.9,3.5,8,6.5873,6.597,0.031055
1.95,3.5,1,5.1523,5.2489,0.02168
1.95,3.5,2,6.6335,6.8281,0.025953
1.95,3.5,3,5.1523,5.1647,0.018068
1.95,3.5,4,6.6335,6.5973,0.028727
1.95,3.5,5,5.3843,5.2507,0.02168
1.95,3.5,6,7.1018,6.8316,0.025953
1.95,3.5,7,5.2049,5.1651,0.018068
1.95,3.5,8,6.5873,6.597,0.028727
2,3.5,1,5.1523,5.2489,0.020094
2,3.5,2,6.6335,6.8281,0.024054
2,3.5,3,5.1523,5.1647,0.016747
2,3.5,4,6.6335,6.5973,0.026626
2,3.5,5,5.3843,5.2506,0.020094
2,3.5,6,7.1018,6.8316,0.024054
2,3.5,7,5.2049,5.1651,0.016747
2,3.5,8,6.5873,6.597,0.026626
0.3,4,1,5.6597,5.7549,1.7895
0.3,4,2,7.1474,7.3394,2.1843
0.3,4,3,5.6597,5.6693,1.5276
0.3,4,4,7.1474,7.1101,2.3726
0.3,4,5,5.8963,5.766,1.7837
0.3,4,6,7.6267,7.3619,2.1045
0.3,4,7,5.7069,5.6715,1.4403
0.3,4,8,7.0958,7.1077,2.362
0.35,4,1,5.6597,5.7555,1.9187
0.35,4,2,7.1474,7.3406,2.3285
0.35,4,3,5.6597,5.6694,1.6238
0.35,4,4,7.1474,7.1099,2.5421
0.35,4,5,5.8963,5.7651,1.9174
0.35,4,6,7.6267,7.3601,2.2767
0.35,4,7,5.7069,5.6713,1.5616
0.35,4,8,7.0958,7.1078,2.5391
0.4,4,1,5.6597,5.756,1.7807
0.4,4,2,7.1474,7.3415,2.1514
0.4,4,3,5.6597,5.6694,1.4965
0.4,4,4,7.1474,7.1097,2.3586
0.4,4,5,5.8963,5.7644,1.7806
0.4,4,6,7.6267,7.3587,2.1232
0.4,4,7,5.7069,5.6711,1.4612
0.4,4,8,7.0958,7.1078,2.3579
0.45,4,1,5.6597,5.7563,1.5114
0.45,4,2,7.1474,7.3423,1.8203
0.45,4,3,5.6597,5.6694,1.2638
0.45,4,4,7.1474,7.1095,2.0019
0.45,4,5,5.8963,5.7639,1.5111
0.45,4,6,7.6267,7.3576,1.8065
0.45,4,7,5.7069,5.6709,1.2474
0.45,4,8,7.0958,7.1078,2.0011
0.5,4,1,5.6597,5.7566,1.2236
0.5,4,2,7.1474,7.3428,1.4705
0.5,4,3,5.6597,5.6694,1.0201
0.5,4,4,7.1474,7.1094,1.6207
0.5,4,5,5.8963,5.7634,1.223
0.5,4,6,7.6267,7.3567,1.4642
0.5,4,7,5.7069,5.6708,1.0137
0.5,4,8,7.0958,7.1079,1.6197
0.55,4,1,5.6597,5.7569,0.97087
0.55,4,2,7.1474,7.3433,1.1651
0.55,4,3,5.6597,5.6694,0.80824
0.55,4,4,7.1474,7.1092,1.286
0.55,4,5,5.8963,5.7631,0.97029
0.55,4,6,7.6267,7.3559,1.1624
0.55,4,7,5.7069,5.6707,0.80624
0.55,4,8,7.0958,7.1079,1.2852
0.6,4,1,5.6597,5.7571,0.76729
0.6,4,2,7.1474,7.3437,0.91987
0.6,4,3,5.6597,5.6694,0.63846
0.6,4,4,7.1474,7.1092,1.0164
0.6,4,5,5.8963,5.7628,0.76687
0.6,4,6,7.6267,7.3553,0.91888
0.6,4,7,5.7069,5.6706,0.63816
0.6,4,8,7.0958,7.1079,1.0158
0.65,4,1,5.6597,5.7572,0.60952
0.65,4,2,7.1474,7.344,0.73026
0.65,4,3,5.6597,5.6695,0.50718
0.65,4,4,7.1474,7.1091,0.8075
0.65,4,5,5.8963,5.7625,0.60926
0.65,4,6,7.6267,7.3548,0.72998
0.65,4,7,5.7069,5.6705,0.50744
0.65,4,8,7.0958,7.1079,0.80712
0.7,4,1,5.6597,5.7574,0.48906
0.7,4,2,7.1474,7.3443,0.58569
0.7,4,3,5.6597,5.6695,0.40703
0.7,4,4,7.1474,7.109,0.64794
0.7,4,5,5.8963,5.7623,0.4889
0.7,4,6,7.6267,7.3543,0.58569
0.7,4,7,5.7069,5.6704,0.40739
0.7,4,8,7.0958,7.1079,0.64772
0.75,4,1,5.6597,5.7575,0.39718
0.75,4,2,7.1474,7.3446,0.47555
0.75,4,3,5.6597,5.6695,0.33065
0.75,4,4,7.1474,7.1089,0.52624
0.75,4,5,5.8963,5.7621,0.39709
0.75,4,6,7.6267,7.3539,0.47563
0.75,4,7,5.7069,5.6704,0.33096
0.75,4,8,7.0958,7.1079,0.52611
0.8,4,1,5.6597,5.7576,0.32661
0.8,4,2,7.1474,7.3448,0.39101
0.8,4,3,5.6597,5.6695,0.27197
0.8,4,4,7.1474,7.1089,0.43275
0.8,4,5,5.8963,5.7619,0.32656
0.8,4,6,7.6267,7.3536,0.39109
0.8,4,7,5.7069,5.6703,0.2722
0.8,4,8,7.0958,7.108,0.43267
0.85,4,1,5.6597,5.7577,0.27177
0.85,4,2,7.1474,7.345,0.32534
0.85,4,3,5.6597,5.6695,0.22636
0.85,4,4,7.1474,7.1089,0.3601
0.85,4,5,5.8963,5.7618,0.27174
0.85,4,6,7.6267,7.3533,0.3254
0.85,4,7,5.7069,5.6703,0.22651
0.85,4,8,7.0958,7.108,0.36006
0.9,4,1,5.6597,5.7578,0.2286
0.9,4,2,7.1474,7.3452,0.27365
0.9,4,3,5.6597,5.6695,0.19043
0.9,4,4,7.1474,7.1088,0.3029
0.9,4,5,5.8963,5.7617,0.22858
0.9,4,6,7.6267,7.353,0.27369
0.9,4,7,5.7069,5.6703,0.19052
0.9,4,8,7.0958,7.108,0.30287
0.95,4,1,5.6597,5.7579,0.19415
0.95,4,2,7.1474,7.3453,0.23242
0.95,4,3,5.6597,5.6695,0.16176
0.95,4,4,7.1474,7.1088,0.25726
0.95,4,5,5.8963,5.7615,0.19414
0.95,4,6,7.6267,7.3528,0.23244
0.95,4,7,5.7069,5.6702,0.16181
0.95,4,8,7.0958,7.108,0.25724
1,4,1,5.6597,5.7579,0.16633
1,4,2,7.1474,7.3455,0.19911
1,4,3,5.6597,5.6695,0.13859
1,4,4,7.1474,7.1087,0.22039
1,4,5,5.8963,5.7614,0.16632
1,4,6,7.6267,7.3525,0.19913
1,4,7,5.7069,5.6702,0.13862
1,4,8,7.0958,7.108,0.22039
1.05,4,1,5.6597,5.758,0.1436
1.05,4,2,7.1474,7.3456,0.17191
1.05,4,3,5.6597,5.6695,0.11966
1.05,4,4,7.1474,7.1087,0.19028
1.05,4,5,5.8963,5.7613,0.1436
1.05,4,6,7.6267,7.3523,0.17192
1.05,4,7,5.7069,5.6702,0.11968
1.05,4,8,7.0958,7.108,0.19028
1.1,4,1,5.6597,5.7581,0.12485
1.1,4,2,7.1474,7.3457,0.14946
1.1,4,3,5.6597,5.6695,0.10404
1.1,4,4,7.1474,7.1087,0.16543
1.1,4,5,5.8963,5.7612,0.12485
1.1,4,6,7.6267,7.3522,0.14946
1.1,4,7,5.7069,5.6701,0.10405
1.1,4,8,7.0958,7.108,0.16543
1.15,4,1,5.6597,5.7581,0.10924
1.15,4,2,7.1474,7.3458,0.13077
1.15,4,3,5.6597,5.6695,0.091031
1.15,4,4,7.1474,7.1087,0.14474
1.15,4,5,5.8963,5.7612,0.10924
1.15,4,6,7.6267,7.352,0.13077
1.15,4,7,5.7069,5.6701,0.091038
1.15,4,8,7.0958,7.108,0.14474
1.2,4,1,5.6597,5.7582,0.096126
1.2,4,2,7.1474,7.3459,0.11507
1.2,4,3,5.6597,5.6695,0.080108
1.2,4,4,7.1474,7.1086,0.12737
1.2,4,5,5.8963,5.7611,0.096126
1.2,4,6,7.6267,7.3518,0.11507
1.2,4,7,5.7069,5.6701,0.080111
1.2,4,8,7.0958,7.108,0.12737
1.25,4,1,5.6597,5.7582,0.085036
1.25,4,2,7.1474,7.346,0.1018
1.25,4,3,5.6597,5.6695,0.070867
1.25,4,4,7.1474,7.1086,0.11268
1.25,4,5,5.8963,5.761,0.085036
1.25,4,6,7.6267,7.3517,0.1018
1.25,4,7,5.7069,5.6701,0.070869
1.25,4,8,7.0958,7.108,0.11268
1.3,4,1,5.6597,5.7583,0.075591
1.3,4,2,7.1474,7.3461,0.090488
1.3,4,3,5.6597,5.6695,0.062996
1.3,4,4,7.1474,7.1086,0.10016
1.3,4,5,5.8963,5.7609,0.075591
1.3,4,6,7.6267,7.3516,0.090489
1.3,4,7,5.7069,5.6701,0.062997
1.3,4,8,7.0958,7.108,0.10016
1.35,4,1,5.6597,5.7583,0.067495
1.35,4,2,7.1474,7.3462,0.080797
1.35,4,3,5.6597,5.6695,0.056249
1.35,4,4,7.1474,7.1086,0.089434
1.35,4,5,5.8963,5.7609,0.067495
1.35,4,6,7.6267,7.3514,0.080798
1.35,4,7,5.7069,5.67,0.05625
1.35,4,8,7.0958,7.108,0.089434
1.4,4,1,5.6597,5.7583,0.060516
1.4,4,2,7.1474,7.3463,0.072443
1.4,4,3,5.6597,5.6695,0.050433
1.4,4,4,7.1474,7.1086,0.080187
1.4,4,5,5.8963,5.7608,0.060516
1.4,4,6,7.6267,7.3513,0.072443
1.4,4,7,5.7069,5.67,0.050434
1.4,4,8,7.0958,7.108,0.080186
1.45,4,1,5.6597,5.7584,0.054468
1.45,4,2,7.1474,7.3463,0.065202
1.45,4,3,5.6597,5.6695,0.045393
1.45,4,4,7.1474,7.1085,0.072172
1.45,4,5,5.8963,5.7608,0.054468
1.45,4,6,7.6267,7.3512,0.065202
1.45,4,7,5.7069,5.67,0.045393
1.45,4,8,7.0958,7.108,0.072172
1.5,4,1,5.6597,5.7584,0.0492
1.5,4,2,7.1474,7.3464,0.058896
1.5,4,3,5.6597,5.6695,0.041002
1.5,4,4,7.1474,7.1085,0.065191
1.5,4,5,5.8963,5.7607,0.0492
1.5,4,6,7.6267,7.3511,0.058896
1.5,4,7,5.7069,5.67,0.041003
1.5,4,8,7.0958,7.108,0.065191
1.55,4,1,5.6597,5.7584,0.04459
1.55,4,2,7.1474,7.3465,0.053377
1.55,4,3,5.6597,5.6695,0.037161
1.55,4,4,7.1474,7.1085,0.059083
1.55,4,5,5.8963,5.7607,0.04459
1.55,4,6,7.6267,7.351,0.053377
1.55,4,7,5.7069,5.67,0.037161
1.55,4,8,7.0958,7.108,0.059083
1.6,4,1,5.6597,5.7585,0.040538
1.6,4,2,7.1474,7.3465,0.048527
1.6,4,3,5.6597,5.6695,0.033784
1.6,4,4,7.1474,7.1085,0.053715
1.6,4,5,5.8963,5.7606,0.040538
1.6,4,6,7.6267,7.351,0.048527
1.6,4,7,5.7069,5.67,0.033784
1.6,4,8,7.0958,7.108,0.053715
1.65,4,1,5.6597,5.7585,0.036963
1.65,4,2,7.1474,7.3466,0.044248
1.65,4,3,5.6597,5.6695,0.030805
1.65,4,4,7.1474,7.1085,0.048977
1.65,4,5,5.8963,5.7606,0.036963
1.65,4,6,7.6267,7.3509,0.044248
1.65,4,7,5.7069,5.67,0.030805
1.65,4,8,7.0958,7.108,0.048977
1.7,4,1,5.6597,5.7585,0.033796
1.7,4,2,7.1474,7.3466,0.040457
1.7,4,3,5.6597,5.6695,0.028166
1.7,4,4,7.1474,7.1085,0.044782
1.7,4,5,5.8963,5.7606,0.033796
1.7,4,6,7.6267,7.3508,0.040457
1.7,4,7,5.7069,5.6699,0.028166
1.7,4,8,7.0958,7.108,0.044782
1.75,4,1,5.6597,5.7585,0.030981
1.75,4,2,7.1474,7.3467,0.037087
1.75,4,3,5.6597,5.6695,0.02582
1.75,4,4,7.1474,7.1085,0.041052
1.75,4,5,5.8963,5.7605,0.030981
1.75,4,6,7.6267,7.3507,0.037087
1.75,4,7,5.7069,5.6699,0.02582
1.75,4,8,7.0958,7.108,0.041052
1.8,4,1,5.6597,5.7585,0.028471
1.8,4,2,7.1474,7.3467,0.034081
1.8,4,3,5.6597,5.6695,0.023727
1.8,4,4,7.1474,7.1085,0.037725
1.8,4,5,5.8963,5.7605,0.028471
1.8,4,6,7.6267,7.3507,0.034081
1.8,4,7,5.7069,5.6699,0.023727
1.8,4,8,7.0958,7.108,0.037725
1.85,4,1,5.6597,5.7586,0.026224
1.85,4,2,7.1474,7.3467,0.031392
1.85,4,3,5.6597,5.6695,0.021855
1.85,4,4,7.1474,7.1084,0.034748
1.85,4,5,5.8963,5.7605,0.026224
1.85,4,6,7.6267,7.3506,0.031392
1.85,4,7,5.7069,5.6699,0.021855
1.85,4,8,7.0958,7.108,0.034748
1.9,4,1,5.6597,5.7586,0.024208
1.9,4,2,7.1474,7.3468,0.028978
1.9,4,3,5.6597,5.6695,0.020174
1.9,4,4,7.1474,7.1084,0.032076
1.9,4,5,5.8963,5.7604,0.024208
1.9,4,6,7.6267,7.3505,0.028978
1.9,4,7,5.7069,5.6699,0.020174
1.9,4,8,7.0958,7.108,0.032076
1.95,4,1,5.6597,5.7586,0.022393
1.95,4,2,7.1474,7.3468,0.026806
1.95,4,3,5.6597,5.6695,0.018662
1.95,4,4,7.1474,7.1084,0.029671
1.95,4,5,5.8963,5.7604,0.022393
1.95,4,6,7.6267,7.3505,0.026806
1.95,4,7,5.7069,5.6699,0.018662
1.95,4,8,7.0958,7.108,0.029671
2,4,1,5.6597,5.7586,0.020755
2,4,2,7.1474,7.3469,0.024845
2,4,3,5.6597,5.6695,0.017297
2,4,4,7.1474,7.1084,0.027501
2,4,5,5.8963,5.7604,0.020755
2,4,6,7.6267,7.3504,0.024845
2,4,7,5.7069,5.6699,0.017297
2,4,8,7.0958,7.108,0.027501
0.3,4.5,1,6.1658,6.2628,1.8373
0.3,4.5,2,7.6588,7.8548,2.2427
0.3,4.5,3,6.1658,6.1734,1.5685
0.3,4.5,4,7.6588,7.6194,2.4361
0.3,4.5,5,6.4061,6.2741,1.8314
0.3,4.5,6,8.1472,7.8777,2.1608
0.3,4.5,7,6.2086,6.1754,1.4788
0.3,4.5,8,7.6029,7.6168,2.4252
0.35,4.5,1,6.1658,6.2634,1.97
0.35,4.5,2,7.6588,7.856,2.3908
0.35,4.5,3,6.1658,6.1735,1.6673
0.35,4.5,4,7.6588,7.6191,2.6101
0.35,4.5,5,6.4061,6.2731,1.9687
0.35,4.5,6,8.1472,7.8758,2.3376
0.35,4.5,7,6.2086,6.1752,1.6033
0.35,4.5,8,7.6029,7.6168,2.607
0.4,4.5,1,6.1658,6.2639,1.8283
0.4,4.5,2,7.6588,7.8569,2.209
0.4,4.5,3,6.1658,6.1735,1.5365
0.4,4.5,4,7.6588,7.6189,2.4217
0.4,4.5,5,6.4061,6.2724,1.8282
0.4,4.5,6,8.1472,7.8744,2.1799
0.4,4.5,7,6.2086,6.175,1.5003
0.4,4.5,8,7.6029,7.6169,2.421
0.45,4.5,1,6.1658,6.2642,1.5519
0.45,4.5,2,7.6588,7.8577,1.869
0.45,4.5,3,6.1658,6.1735,1.2976
0.45,4.5,4,7.6588,7.6187,2.0555
0.45,4.5,5,6.4061,6.2719,1.5515
0.45,4.5,6,8.1472,7.8733,1.8548
0.45,4.5,7,6.2086,6.1748,1.2808
0.45,4.5,8,7.6029,7.6169,2.0546
0.5,4.5,1,6.1658,6.2645,1.2563
0.5,4.5,2,7.6588,7.8583,1.5098
0.5,4.5,3,6.1658,6.1735,1.0474
0.5,4.5,4,7.6588,7.6186,1.6641
0.5,4.5,5,6.4061,6.2715,1.2557
0.5,4.5,6,8.1472,7.8723,1.5034
0.5,4.5,7,6.2086,6.1747,1.0408
0.5,4.5,8,7.6029,7.617,1.663
0.55,4.5,1,6.1658,6.2648,0.99684
0.55,4.5,2,7.6588,7.8587,1.1962
0.55,4.5,3,6.1658,6.1735,0.82985
0.55,4.5,4,7.6588,7.6185,1.3204
0.55,4.5,5,6.4061,6.2711,0.99624
0.55,4.5,6,8.1472,7.8716,1.1935
0.55,4.5,7,6.2086,6.1746,0.8278
0.55,4.5,8,7.6029,7.617,1.3195
0.6,4.5,1,6.1658,6.265,0.78781
0.6,4.5,2,7.6588,7.8592,0.94447
0.6,4.5,3,6.1658,6.1735,0.65553
0.6,4.5,4,7.6588,7.6184,1.0436
0.6,4.5,5,6.4061,6.2708,0.78738
0.6,4.5,6,8.1472,7.871,0.94346
0.6,4.5,7,6.2086,6.1745,0.65523
0.6,4.5,8,7.6029,7.617,1.043
0.65,4.5,1,6.1658,6.2651,0.62583
0.65,4.5,2,7.6588,7.8595,0.74979
0.65,4.5,3,6.1658,6.1735,0.52075
0.65,4.5,4,7.6588,7.6183,0.82909
0.65,4.5,5,6.4061,6.2705,0.62555
0.65,4.5,6,8.1472,7.8704,0.7495
0.65,4.5,7,6.2086,6.1745,0.52101
0.65,4.5,8,7.6029,7.617,0.8287
0.7,4.5,1,6.1658,6.2653,0.50214
0.7,4.5,2,7.6588,7.8598,0.60136
0.7,4.5,3,6.1658,6.1735,0.41792
0.7,4.5,4,7.6588,7.6182,0.66527
0.7,4.5,5,6.4061,6.2703,0.50197
0.7,4.5,6,8.1472,7.87,0.60135
0.7,4.5,7,6.2086,6.1744,0.41829
0.7,4.5,8,7.6029,7.617,0.66504
0.75,4.5,1,6.1658,6.2654,0.40781
0.75,4.5,2,7.6588,7.8601,0.48827
0.75,4.5,3,6.1658,6.1735,0.3395
0.75,4.5,4,7.6588,7.6181,0.54031
0.75,4.5,5,6.4061,6.2701,0.40771
0.75,4.5,6,8.1472,7.8696,0.48835
0.75,4.5,7,6.2086,6.1744,0.33981
0.75,4.5,8,7.6029,7.617,0.54018
0.8,4.5,1,6.1658,6.2655,0.33535
0.8,4.5,2,7.6588,7.8603,0.40146
0.8,4.5,3,6.1658,6.1735,0.27925
0.8,4.5,4,7.6588,7.6181,0.44432
0.8,4.5,5,6.4061,6.2699,0.33529
0.8,4.5,6,8.1472,7.8692,0.40155
0.8,4.5,7,6.2086,6.1743,0.27948
0.8,4.5,8,7.6029,7.6171,0.44424
0.85,4.5,1,6.1658,6.2656,0.27904
0.85,4.5,2,7.6588,7.8605,0.33404
0.85,4.5,3,6.1658,6.1735,0.23241
0.85,4.5,4,7.6588,7.618,0.36973
0.85,4.5,5,6.4061,6.2698,0.27901
0.85,4.5,6,8.1472,7.8689,0.33411
0.85,4.5,7,6.2086,6.1743,0.23257
0.85,4.5,8,7.6029,7.6171,0.36969
0.9,4.5,1,6.1658,6.2657,0.23471
0.9,4.5,2,7.6588,7.8607,0.28097
0.9,4.5,3,6.1658,6.1735,0.19552
0.9,4.5,4,7.6588,7.618,0.311
0.9,4.5,5,6.4061,6.2696,0.23469
0.9,4.5,6,8.1472,7.8686,0.28101
0.9,4.5,7,6.2086,6.1742,0.19562
0.9,4.5,8,7.6029,7.6171,0.31097
